assessment_id,id_no,sci_name,presence,origin,seasonal,compiler,yrcompiled,citation,legend,subspecies,subpop,dist_comm,island,tax_comm,source,basisofrec,event_year,longitude,latitude
176166736,169203,Chlorocypha jejuna,1,1,1,Odonata Database of Africa,2018,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling (2012). Focus on African Freshwaters: hotspots of dragonfly diversity and conservation concern. Frontiers in Ecology",Extant (resident), , , , , ,http://data.freshwaterbiodiversity.eu/ipt/resource.do?r=bf_cf21,,1905.0,0.5843,6.9093
176169528,176169508,Derhamia hoffmannorum,1,1,1,"Rodríguez-Olarte, R. and Taphorn, D.C.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,"Approx. 1.2 km walking E from camp, Abbou Creek",,,GBIF (2020); Fishnet2 (2020); MCNG (2020),,,-60.36,5.736
176171091,176171085,Corymbophanes andersoni,1,1,1,Jonathan Armbruster,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,Fishnet2 (2020),PreservedSpecimen,2011.0,-59.62583,5.00139
176172106,176172099,Harttiella crassicauda,1,1,1,Gustavo Ballen,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,GBIF,PreservedSpecimen,2005.0,-54.6057,4.82047
176172136,176172127,Harttiella intermedia,1,1,1,Gustavo Ballen,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,Covain et al. 2012,PreservedSpecimen,0.0,-53.359167,4.609722
176172155,176172144,Harttiella janmoli,1,1,1,Gustavo Ballen,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,Covain et al. 2012,PreservedSpecimen,0.0,-54.180556,3.954444
176172198,176172187,Harttiella longicauda,1,1,1,Gustavo Ballen,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,Covain et al. 2012,PreservedSpecimen,0.0,-53.417778,4.603056
176172237,176172222,Harttiella lucifer,1,1,1,Gustavo Ballen,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,Covain et al. 2012,PreservedSpecimen,0.0,-53.937472,4.765
176172281,176172253,Harttiella parva,1,1,1,Gustavo Ballen,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,Covain et al. 2012,PreservedSpecimen,0.0,-53.904521,3.531095
176172338,176172327,Harttiella pilosa,1,1,1,Gustavo Ballen,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,Covain et al. 2012,PreservedSpecimen,0.0,-52.432979,4.342294
176213565,176213433,Hypostomus coppenamensis,1,1,1,Gustavo Ballen,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,Boeseman 1969,PreservedSpecimen,0.0,-56.76667,3.9
176214241,176214172,Hypostomus macrophthalmus,1,1,1,Gustavo Ballen,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,"Boeseman, 1968",PreservedSpecimen,0.0,-56.14121,2.016743
176214271,176214255,Hypostomus micromaculatus,1,1,1,Gustavo Ballen,2021,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,"Boeseman, 1968",PreservedSpecimen,0.0,-54.988332,4.879937
176214537,176214364,Hypostomus nematopterus,1,1,1,Gustavo Ballen,2021,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,"Isbrücker and Nijssen, 1984",PreservedSpecimen,0.0,-52.873951,2.244806
176214752,122883783,Coeliccia matok,1,1,1,R.A. Dow,2017,R.A. Dow,Extant (resident),,, , ,,Dow 2016,PreservedSpecimen,2010.0,110.453,1.461
176215527,176215386,Hypostomus saramaccensis,1,1,1,Gustavo Ballen,2021,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,"Boeseman, 1968",PreservedSpecimen,0.0,-55.549478,4.792256
176216687,176216651,Lithogenes villosus,1,1,1,Jonathan Armbruster,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,Fishnet2 (2020),PreservedSpecimen,1908.0,-59.62583,5.00139
176216772,176216766,Paralithoxus boujardi,1,1,1,Jonathan Armbruster,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,"GBIF, 2020; DOI10.15468/dl.pgr4yv",PreservedSpecimen,0.0,-52.729722,4.014167
176216837,176216819,Paralithoxus pallidimaculatus,1,1,1,Jonathan Armbruster,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,"Boeseman, 1982",PreservedSpecimen,1963.0,-54.95,4.5
176217622,176217618,Loricaria nickeriensis,1,1,1,Gustavo Ballen,2021,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,"Londoño-Burbano et al., 2020",PreservedSpecimen,0.0,-56.52428,5.105544
176217750,176217746,Neblinichthys brevibracchium,1,1,1,Jonathan Armbruster,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,Fishnet2 (2020),PreservedSpecimen,2008.0,-60.77967,5.4755
176217805,176217795,Neblinichthys echinasus,1,1,1,Jonathan Armbruster,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,Fishnet2 (2020),PreservedSpecimen,2008.0,-60.37178,5.36031
176218017,176218012,Paulasquama callis,1,1,1,Jonathan Armbruster,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,Fishnet2 (2020),PreservedSpecimen,2008.0,-60.78956,5.48606
176218029,176218025,Peckoltia capitulata,1,1,1,Gustavo Ballen,2021,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,"Fisch-Muller et al., 2012",PreservedSpecimen,0.0,-52.334167,4.186667
176218329,176218324,Peckoltia cavatica,1,1,1,Jonathan Armbruster,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,Fishnet2 (2020),PreservedSpecimen,2002.0,-59.28439,3.86228
176218506,176218394,Peckoltia otali,1,1,1,Gustavo Ballen,2021,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,"Fisch-Muller et al., 2012",PreservedSpecimen,0.0,-54.433333,4.383333
176218629,176218625,Peckoltia simulata,1,1,1,Gustavo Ballen,2021,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,"Fisch-Muller et al., 2012",PreservedSpecimen,0.0,-52.342778,3.078889
176228848,176228669,Hypostomus tenuis,1,1,1,Gustavo Ballen,2021,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,"Boeseman, 1968",PreservedSpecimen,0.0,-55.182313,5.839099
176229605,176229396,Apareiodon agmatos,1,1,1,Oscar M. Lasso-Alcalá,2021,IUCN (International Union for Conservation of Nature),Extant (resident),,,"3 km downstream Abbou, right bank of channel at the external side of a mine tailings beach, downstream from HLF11-01, Mazaruni River",,,GBIF 2021,,2011.0,-60.39002,5.70409
176230093,176230087,Pimelabditus moli,1,1,1,Gustavo Ballen,2021,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,"Parisi and Lundberg, 2009",PreservedSpecimen,0.0,-55.4321,3.366
176236172,176236162,Myloplus planquettei,1,1,1,"Rodríguez-Olarte, R. and Taphorn, D.C.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,GBIF (2020); Fishnet2 (2020); MCNG (2020),,,-55.791,4.381
176236522,176236416,Tometes lebaili,1,1,1,"Rodríguez-Olarte, R. and Taphorn, D.C.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,GBIF (2020); Fishnet2 (2020); MCNG (2020),,,-54.443,4.938
176237011,176236997,Japigny kirschbaum,1,1,1,"Albert, J.S.",2022,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,,,0.0,-59.27,5.25
176237075,176237071,Rhabdolichops jegui,1,1,1,"Albert, J.S.",2022,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,,,0.0,-54.0703,3.2958
176238096,176237858,Trichomycterus conradi,1,1,1,Jonathan Armbruster,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,Fishnet2 (2020),PreservedSpecimen,1908.0,-59.27,5.25
176240144,167181,Drepanosticta brownelli,1,1,1,R.A. Dow,2017,R.A. Dow,Extant (resident),,, , ,,Garrison et al 2015,PreservedSpecimen,,113.85886,23.64028
176243457,135436656,Elattoneura erythromma,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident),,,,, ,Dow & Silvius 2014,PreservedSpecimen,2012.0,113.902,-1.664
176243820,135436698,Elattoneura mauros,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident),,,,, ,Dow et al 2018,PreservedSpecimen,2013.0,112.2432,1.6572
176247856,163637,Euphaea basalis,1,1,1,R.A. Dow,2017,R.A. Dow,Extant (resident),,, , ,,Afendy et al 2017,PreservedSpecimen,2012.0,116.4097,5.7963
176262639,190785,Euphaea pahyapi,1,1,1,R.A. Dow,2017,R.A. Dow,Extant (resident),,, , ,,Asahina 1985,PreservedSpecimen,,99.716,13.85
176393581,176393457,Jenynsia alternimaculata,1,1,1,"Alonso, F.A.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,,,,-64.630493,-22.521435
176397609,176397604,Jenynsia maculata,1,1,1,"Alonso, F.A.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,,,,-66.158332,-25.120727
176402187,176402183,Xyliphius barbatus,1,1,1,Hector S. Vera-Alcaraz,2021,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,Carvalho et al. 2017,PreservedSpecimen,0.0,-60.641644,-32.933314
176403050,176403046,Corydoras diphyes,1,1,1,Hector S. Vera-Alcaraz,2021,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,Axenrot and Kullander 2003,PreservedSpecimen,0.0,-56.010196,-25.389002
176403600,176403591,Cetopsis starnesi,1,1,1,Claudio Baigún. Florencia Brancolini,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,"Aguilera and Mirande, 2006",PreservedSpecimen,2003.0,-64.37069,-22.96144
176406105,176406033,Astyanax aramburui,1,1,1,Jorge Liotta,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,"Protogino et al., 2006",PreservedSpecimen,2006.0,-59.05,-31.916667
176406344,176406187,Psalidodon chico,1,1,1,"Alonso, F.A.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,,,,-65.07975,-24.594762
176407166,176407048,Psalidodon endy,1,1,1,"Alonso, F.A.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,,,,-65.302101,-24.685682
176408750,176408492,Andromakhe latens,1,1,1,"Alonso, F.A.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,,,,-64.500597,-23.115919
176414136,176414011,Andromakhe stenohalina,1,1,1,"Loureiro, M.",2021,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,,,0.0,-60.63499832,-32.12419891
176424515,176424503,Psalidodon troya,1,1,1,Jorge Liotta,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,"Araya et al., 2012",HumanObservation,2012.0,-53.983333,-26.983333
176424551,176424533,Psalidodon tumbayaensis,1,1,1,Jorge Liotta,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,"Miquelarena y Menni, 2005",PreservedSpecimen,2005.0,-65.466667,-23.85
176424737,176424725,Bryconamericus agna,1,1,1,Jorge Liotta,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,"Azpelicueta et al., 2005",,2005.0,-55.033333,-27.05
176425159,176425151,Bryconamericus eigenmanni,1,1,1,Jorge Liotta,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,"Miquelarena et al., 2002",PreservedSpecimen,2002.0,-65.133333,-31.2
176425213,176425201,Bryconamericus mennii,1,1,1,Jorge Liotta,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,"Azpelicueta et al., 2005",,2005.0,-55.033333,-27.05
176425391,176425386,Bryconamericus sylvicola,1,1,1,Jorge Liotta,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,"Braga, 1998a",PreservedSpecimen,1983.0,-54.216667,-25.938333
176425494,176425465,Piabina thomasi,1,1,1,"Alonso, F.A.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,,,,-65.079665,-24.594807
176425561,176425529,Bryconamericus ytu,1,1,1,Jorge Liotta,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,"Almirón et al., 2004a",PreservedSpecimen,2003.0,-54.666667,-27.483333
176426273,176426264,Hyphessobrycon arianae,1,1,1,Hector S. Vera-Alcaraz,2021,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,Uj and Gery 1987,PreservedSpecimen,0.0,-55.877763,-25.442098
176426369,176426357,Hyphessobrycon auca,1,1,1,Claudio Baigún. Florencia Brancolini,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,Almiron et al 2004,HumanObservation,0.0,-58.25,-28.0
176426418,176426413,Hyphessobrycon isiri,1,1,1,Jorge Liotta,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,"Almirón et al., 2006",PreservedSpecimen,2006.0,-58.262222,-32.062222
176426519,176426464,Hyphessobrycon nicolasi,1,1,1,Jorge Liotta,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,"Miquelarena y López, 2010",PreservedSpecimen,2010.0,-58.233333,-32.316667
176426799,176426674,Hyphessobrycon procerus,1,1,1,Hector S. Vera-Alcaraz,2021,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,Mahnert and Gery 1987,PreservedSpecimen,0.0,-55.877763,-25.442098
176426836,176426824,Hyphessobrycon pytai,1,1,1,Hector S. Vera-Alcaraz,2021,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,Gery and Mahnert 1993,PreservedSpecimen,0.0,-55.877763,-25.442098
176428897,176428859,Bryconamericus poi,1,1,1,"Loureiro, M.",2021,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,,,0.0,-57.68939972,-32.167099
176429191,176429176,Mixobrycon ribeiroi,1,1,1,Hector S. Vera-Alcaraz,2021,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,,PreservedSpecimen,0.0,-57.816901,-22.377411
176431109,176430546,Nantis indefessus,1,1,1,"Alonso, F.A.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,,,,-66.283889,-25.439444
176431177,176431169,Oligosarcus itau,1,1,1,"Alonso, F.A.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,,,,-63.934972,-22.026224
176455469,176455453,Corymbophanes ameliae,1,1,1,Jonathan Armbruster,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,Lujan et al. (2019),PreservedSpecimen,2011.0,-59.57321,5.32438
176458568,176458527,Australoheros guarani,1,1,1,Hector S. Vera-Alcaraz,2021,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,Rican and Kullander 2008,PreservedSpecimen,0.0,-56.009725,-25.387495
176458626,176458598,Australoheros tembe,1,1,1,Claudio Baigún. Florencia Brancolini,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,Casciotta et al 1995,PreservedSpecimen,1983.0,-54.117,-25.967
176458816,176458683,Australoheros ykeregua,1,1,1,Jorge Liotta,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,"Rícan et al., 2011",PreservedSpecimen,2011.0,-55.159375,-27.765958
176458888,176458861,Bujurquina oenolaemus,1,1,1,"Carvajal-Vallejos, F.M.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,,,0.0,-59.509284,-18.46342
176459146,176459132,Cichlasoma pusillum,1,1,1,Hector S. Vera-Alcaraz,2021,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,Kullander 1983,PreservedSpecimen,0.0,-54.962991,-25.362957
176459317,176459283,Crenicichla hu,1,1,1,Jorge Liotta,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,"Piálek et al., 2010",PreservedSpecimen,2010.0,-53.875,-26.333417
176459380,176459366,Crenicichla ypo,1,1,1,Jorge Liotta,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,"Casciotta et al., 2010",PreservedSpecimen,2010.0,-54.4,-25.88
176459502,176459488,Gymnogeophagus caaguazuensis,1,1,1,"Alonso, F.A.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,,,,-56.168191,-25.465676
176459677,176459666,Gymnogeophagus che,1,1,1,Hector S. Vera-Alcaraz,2021,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,Casciotta et al. 2000,PreservedSpecimen,0.0,-54.564269,-25.871976
176459814,176459800,Characidium etzeli,1,1,1,Claudio Baigún. Florencia Brancolini,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,Zarske & Gery 2001,PreservedSpecimen,1999.0,-55.513251,-27.100085
176460866,176460856,Heptapterus mbya,1,1,1,Jorge Liotta,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,"Azpelicueta et al., 2011",PreservedSpecimen,2011.0,-54.951667,-27.012778
176461764,176461760,Rhamdella aymarae,1,1,1,Jorge Liotta,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,"Briñocolli et al., 2018",PreservedSpecimen,2011.0,-64.386833,-26.277389
176461847,176461812,Rhamdella cainguae,1,1,1,Jorge Liotta,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,"Benitez et al., 2016",PreservedSpecimen,2001.0,-55.516667,-27.283333
176490744,176490625,Hisonotus hungy,1,1,1,Jorge Liotta,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,"Azpelicueta et al., 2007",PreservedSpecimen,2007.0,-54.366667,-26.016667
176491774,176491763,Hypostomus borellii,1,1,1,Hector S. Vera-Alcaraz,2021,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,Boulenger 1897,PreservedSpecimen,0.0,-63.464465,-21.274114
176491827,176491821,Hypostomus dlouhyi,1,1,1,Hector S. Vera-Alcaraz,2021,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,Vera-Alcaraz & Rojas 2021,PreservedSpecimen,0.0,-55.59897,-25.799975
176491919,176491870,Hypostomus laplatae,1,1,1,Claudio Baigún. Florencia Brancolini,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,Cardoso et al. 2019,PreservedSpecimen,2001.0,-59.81361111,-33.59416667
176492269,176492262,Loricaria holmbergi,1,1,1,Jorge Liotta,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,"Rodríguez y Miquelarena, 2005b",PreservedSpecimen,2005.0,-64.633333,-23.733333
176492914,176492862,Otocinclus mimulus,1,1,1,Hector S. Vera-Alcaraz,2021,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,Axenrot and Kullander 2003,PreservedSpecimen,0.0,-56.002782,-25.504879
176498845,118041979,Hypancistrus vandragti,1,1,1,"Echevarría, G.",2017,IUCN (International Union for Conservation of Nature),Extant (resident), , ,Lower Ventuari, ,,"Lujan & Armbruster (2011). Two new genera and species of Ancistrini (Siluriformes: Loricariidae) from the Western Guiana Shield. Copeia, 2:2016-225.", ,2005.0,-66.69999695,4.07000017
176502566,176502545,Rineloricaria misionera,1,1,1,Hector S. Vera-Alcaraz,2021,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,Rodriguez and Miquelarena 2005,PreservedSpecimen,0.0,-55.799345,-27.750306
176503223,113901500,Hyriopsis bialata,1,1,1,Alexandra Zieritz,2015,IUCN (International Union for Conservation of Nature),Extant (resident), , ,, ,,Collected by Alexandra Zieritz et al. 2015, ,2015.0,103.0738333,3.48627778
176504110,176503990,Parodon carrikeri,1,1,1,"Carvajal-Vallejos, F.M.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,,,0.0,-64.64422,-22.58199
176509376,176509361,Cnesterodon holopteros,1,1,1,"Loureiro, M.",2021,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,,,0.0,-57.62149811,-30.21750069
176509769,176509627,Cnesterodon pirai,1,1,1,Jorge Liotta,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,"Aguilera et al., 2009",PreservedSpecimen,2009.0,-54.839444,-27.006667
176510489,176510310,Phallotorynus dispilos,1,1,1,Hector S. Vera-Alcaraz,2021,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,Lucinda et al. 2005,PreservedSpecimen,0.0,-56.003773,-25.327071
176510709,83125670,Ischnura thelmae,1,1,1,M. Marinov,2019,IUCN SSC Odonata Specialist Group,Extant (resident), , ,, ,,Englund 2014, ,0.0,-144.3333,-27.6
176511432,176511420,Austrolebias bellottii,1,1,1,"Loureiro, M.",2021,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,,,0.0,-61.59999847,-30.85000038
176511687,176511681,Austrolebias elongatus,1,1,1,"Loureiro, M.",2021,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,,,0.0,-58.4992981,-33.01200104
176512447,83153764,Isosticta gracilior,1,1,1,M. Marinov,2019,IUCN SSC Odonata Specialist Group,Extant (resident), , ,, ,, , ,2004.0,166.644993,-22.100946
